id,content,rate,created_at,product_id,user_id
90,"This desktop paper trimmer is perfect for my home office. I am always looking for a way to cut my scrapbook papers which are;.  This Swingline paper trimmer will cut up to 15 inches which is just what I needed.  The paper trimmer is listed as Lite and it really is light weight. It is easy to handle and you won't hurt your back when you pick it up. The handle comes with an extension which is removable for storage.  The blade is very, very sharp and had a hook to lock the blade when not in use. It also has a grid and scale for measurements and a guard rail for safety. I highly recommend this Guillotine Trimmer for all paper trimming uses",5,,5,21
91,"In short, I am impressed by how very lightweight this trimmer is.  If you want to be able to pick up your trimmer and easily move it to another room, I highly recommend this.If you want a little more detail...Paper trimmers usually have heavy wooden bases, probably so that they won't slide around during use.  But that extra weight means that you can't easily move the trimmer from room to room if you are working on a project.  By contrast, this Swingline &#34;Lite&#34; trimmer is probably about as light as it could possibly be and still remain functional.  It is very easy to carry around with one hand.<br /><br />The base is a thin but sturdy plastic.  In addition to the four corner supports on the bottom of the base, there is a fifth support in the center of the bottom.  No doubt, this extra support is necessary on such a thin trimmer in order to keep it from sagging in the middle when holding your papers in place.<br /><br />I am also pleased with the accurate cuts.  Some trimmers I've used seem to give me consistently crooked cuts.  Not so with this Swingline.  Whether I cut one or ten pieces of paper, I have never been disappointed by the cutting.<br /><br />If I could gripe about one thing (maybe worth a half-star deduction), it would be this: I find that the safety latch for locking down the arm is a little tricky to access.  It's a bit &#34;tucked away&#34; under the arm itself, making it a little harder to lock and unlock.  However, because it's such a light trimmer, it's easy to pick up the entire trimmer with one hand and tilt it until I find the latch.<br /><br />All in all, this is really a great trimmer.  Don't be put off by the &#34;Lite&#34; in its title.",5,,5,381
92,"By way of disclosure, I received a sample of this product for evaluation purposes.<br /><br />The only guillotine trimmer I ever used with any frequency was my mother's.  It was a heavy unit, made largely of hardwood with a heavy spring-loaded arm.  It was hardly portable -- it weighed a lot.<br /><br />This Swingline trimmer is much lighter, with the surfaces made of plastic.  It's easy to get it out when you have a job that calls for it.<br /><br />It has a sharp blade that cuts paper cleanly without requiring excessive force.  It is reasonably stable on a table.<br /><br />It can deal with sheets of paper bigger than the standard 8.5&#34;x11&#34; size, having a 15&#34; cutting length.  If you need to trim legal paper lengthwise, this trimmer can do it.<br /><br />Overall, it is a fine trimmer and isn't too expensive.  If you only need a trimmer for occasional use, I'd recommend it.",4,,5,201
93,"First of all, the handle is not installed, you need to root around in the box for it.  Takes one second to put on.<br /><br />Just got finished cutting out flashcards from cardstock, 750 of them (so over 300 cut) and 200 sheets of regular paper in half (400 cuts).  Also tried it on photos.<br /><br />Pros:<br />It easily cuts 6 sheets of cardstock (110lb weight) consistently<br /><br /> Raised edge makes it pretty easy to keep stacks of paper straight.<br /><br />It will cut “slivers”  (as small as 2mm wide) off of sturdy paper (photo paper or cardstock).<br /><br />Easy to store , it is pretty lightweight.  With the green handle installed it is 22in (including handle) by 13in by  2.75 deep (the handle part)<br /><br />You can lock the arm in place.<br /><br />Cons:<br /><br />With regular paper, it has a harder time with slivers, it tends to smoosh the paper a bit.<br /><br />I wish it had labels across the top, not just of inches and cm but where to align for cutting standard sheets in half (for both long and short directions).  I ended up marking these on it with a Sharpie to speed up my project.<br /><br />This is NOT a product for use in a school or if you have to cut hundreds of sheets of paper every day.  It is great for home use.",4,,5,254
94,"Feels cheap, but seems to work quite well.  One problem i have noticed is that the lock for the blade is poorly designed and often sticks, causing a danger when trying to release the blade.",4,,5,160
95,"When I first got the [[ASIN:B00006IATI Swingline ClassicCut Lite 15-Inch Guillotine Trimmer]] a couple years ago, I was pretty happy with it.  I used it mostly for cutting coupons and various craft projects, nothing really over the top.<br /><br />Unfortunately, the product is not very durable for the long run.  There are also some safety issues with this product.  In use, the unit would lift off the table during cutting.  Considering how razor sharp the blade is, this could lead to a serious problem.  While I appreciate that this product is lightweight and ultra-portable, this seems to be a contributing factor to this problem.  The product also lacks the ability to adjust the edge, thus you may have a harder time getting uniform cuts most of the time. Sometimes the cuts can look uneven and really sloppy.<br /><br />Being made of plastic, the unit has worn over time and I've started to see cracks in the workmanship.  It would have been nicer to see this product made from something more durable like metal.  It doesn't happen to often, but sometimes the unit snags the paper and rips it.  This is mostly in the middle but doesn't happen too often.  For a long term investment, I would not recommend this cutter.",2,,5,23
96,"****<br />I also own a heavy wooden guillotine trimmer that is a really completely different caliber product. This Swingline is much lighter and for me, who uses it only occasionally, perfect. I have had no problems with its operation and everything works great; it also cuts a straight line on several sheets of paper, which is the most I would use. It is a much cheaper-quality product than the heavy wooden trimmer. If I could have just one I would pick the more expensive product as I am sure it will perform better over time as well as last longer. The advantage of this Swingline trimmer is that it is light and portable and can be stored easily in small areas.<br /><br />Another good use for this trimmer would be as a second trimmer, since it is 15 inches long. It is a good price compared to the heavy 15-inch wooden trimmers. If you do a lot of trimming and have the room, you could use a sturdy wooden guillotine trimmer for everyday usage and then this longer lighter one for speciality trimming of longer/wider items.<br /><br />All in all, recommended for light use, but especially as a second trimmer.<br />*****",4,,5,411
97,"I have used its 12-inch sibling for over a year now, and have been very impressed with its functioning and its reliability.<br /><br />Except for its length, this trimmer is identical in all respects, including the ease with which it can be setup.<br /><br />I have used it for all sort of projects for the kids, including cutting photo stock for passport photographs, and the cuts are clean and true.<br /><br />It definitely works as advertised.<br /><br />~A_E~",4,,5,227
98,"I really like this Swingline Trimmer.  It's very easy to use, lightweight and easier to store than the big, heavy ones.  It performs well, can easily cut ten sheets of paper at a time.  I've used it for a lot of paper crafts, cutting heavy cardstock with ease and accuracy.  The paper is easy to line up, so you get satisfying results.  I've had quite a few trimmers, and they never really lived up to my expectations.  I have a very expensive Martha Stewart trimmer which is a huge disappointment, difficult to line up and and the cuts are often slightly off, which drives me crazy.  This trimmer far surpasses that one, for less than half the price.  I'd highly recommend for scrapbookers and other crafters, for students (with parental supervision, of course).  There is a lockable safety latch on the side to prevent accidents while not in use.  Very pleased with this product.",5,,5,281
99,"It's nearly all-plastic (feels cheap but it looks okay from a distance) with the exception of the blade itself which appears to be thin steel and  the bolts that keep it together. The only assembly needed is attaching the handle (just push it in) onto the blade assembly.<br /><br />The trimmer features:<br /><br />- inch and metric rulers<br />- a protective guard rail<br />- a blade latch hook<br />- a largely meaningless 10-year limited warranty (you pay for shipping, does not cover the blade)<br /><br />Putting it to the test, I found that it does cut photo paper well. The cut is straight and the blade cuts through the paper with no difficulty. Because of the guard rail, I doubt that you can squeeze more than a few sheets at a time but that's not a big issue for me because I will be cutting photos only and I doubt that I will ever stack more than 2 or 3 sheets at the most.<br /><br />Inside the box there's a note that says that Swingline is GBC's new name.<br /><br />One (almost) good comment on the seller. Shipping was quick and the item came in perfect condition but the packaging wasn't exactly state of the art.<br />__________________________<br /><br />Six months update:<br /><br />Still cuts well so that self-sharpening claim on the blade may hold some truth. On the other hand, I only cut a couple hundred sheets so I can say it's great for casual use and it COULD be good for heavier cutting activities.",4,,5,409
100,"If you want to cut large pieces of paper straight, this is a great choice for home. It works just like the big heavy-duty paper cutters at the elementary schools. You lift up the arm with the sharp blade, slide the paper where you want it and bring the arm down to cut. It’s got marks to measure any length up to 15 inches and provides a nice, straight cut.<br /><br />For the most part, it works very well for me. I tried to cut eight pages of 22 pound regular copy paper and found that was too much. The middle of the blade got stuck, or wouldn’t easily cut. I found six pages worked better. This unit is light-weight and easy to move around. It works best on a sturdy surface like a table or counter. The only thing I don’t like about it is that it won’t fit in the box when fully assembled. It came with the handle not attached to the cutting arm. It popped on easily, but to store it in the closed box, I would have to remove the handle. I don’t want the handle to get loose over time from being removed and put back on, so I store it with the end of the box open and hope not too much dust gets in.",4,,5,156
101,"I do a variety of crafts including origami. With origami, you have to get the cut exactly perfect and exactly square for the end result to come out properly. I'm often doing shapes for weddings or special occasions where there is an unusual request. I'll need to make large origami cranes from vellum, or watercolored origami lotus flowers, or that sort of thing. So I need a cutter that can do the job. I wouldn't dream of trying to do these by hand with scissors.<br /><br />The guillotine might be fine for cutting coupons, or separating tax forms, or other things where it doesn't have to be precise. But I find that the drawing motion of the blade pulls the paper and, despite my best efforts, won't make an exactly perfect cut. With the rolling cutters, there's no issue at all. It's exactly perfect. Plus it's far easier and safer.<br /><br />This unit is pretty much all lightweight plastic and doesn't feel sturdy. The blade does lock with a safety catch, but I wouldn't want this around kids. It's fairly sharp. So you have a sharp blade but it doesn't make precise cuts.<br /><br />To make things a little worse, their guide lines are fairly fat, so you're not able to make a precise measurement, either.<br /><br />So I'm not sure where I'd recommend this. In just about every situation where I could see someone using this, I could see them using the rotary one instead, and the rotary one would work better. Still, I'll give it three stars for being at least reasonably ok at performing its task.<br /><br />We were sent a review copy by the Amazon vine program.",3,,5,388
102,"This is a plastic Guillotine from Swingline. All that plastic and light weight may make it feel a bit on the cheaper side, especially if you are used to the heavier guillotine. But, this works just as well. It comes with the usual inch and metric ruler and the alignment grid. It has a protective guardrail to protect your precious little fingers.<br /><br />I have used it for about 3 weeks now and it has worked well. It cuts in straight lines and the cut is neat. I really like it and it has replaced my old guillotine (which I gave back to my sister...the original owner).",4,,5,305
103,"I've tried out 3 paper cutters just this year. I use it daily for work, many times a day--I sent out samples of products and for sample labels I just hand cut the labels before sending and also cut out the mailing labels.  That means lots of cutting, and some of it on sticky backed surfaces.  I also use paper cutters in my art.<br /><br />This one, by far, outperformed all the others, even my commercial ones.  It's amazing that it's so lightweight, but cuts so easily, even bigger stacks of paper.<br /><br />Most seem to cut by shaving the blade up close to the metal bar rather than by having a good and sharp blade. This means more resistance and pulling---This one is a light easy pull but fast and accurate cut.  Far better.<br /><br />My other cutters tend to make the paper move, crooked, so precise cuts are not as easy--this one kept the paper just where I place it for straight cuts.<br /><br />Also a few of my others have a large protector so you can't easily see where you are cutting. This has a small bar.  Whereas I wound up removing the protector on some other paper cutters because it was in the way of my site, I can leave this one on, meaning fingers are protected but I can still see.<br /><br />This one is longer than may others so long pieces of paper are no issue<br /><br />And the guides on the cutter make it simple to align items straight, whether vertically or horizontally.<br /><br />Best cutter I've owned in years, for sure.",5,,5,103
104,I wanted to write my own section titles one at a time as needed without losing the inserted tabs.  This type of indexing works perfect.  They are already hole-punched too (bonus).,5,,6,72
105,"These make my life so much easier.  As a full time Executive Secretary, I make a lot of files, folders, labels and binders.  This is a quick and easy way to make a professional binder, very quickly.  Very happy with Avery products and quality.",5,,6,232
106,These were perfect to help organize the sections in my binders.  I feel like it's a million times easier to find the section I'm looking for.  The template was easy to download and use.,4,,6,87
107,"I'm pretty sure Avery has thought of everything when it comes to printing any label imaginable.<br />Like other Avery products I have tried, the Index Maker White Dividers are easy to customize and print for a quality and professional looking project.<br />My experience trying to use the MS Word templates was not the best (user incompetence I'm sure) but the Avery online templates were pretty much idiot proof.<br />Another nicely designed, practical and professional product from Avery.",5,,6,241
108,"The white dividers are made out of card stock, have three holes that are reinforced by clear plastic. The tabs are covered in plastic film, too.<br />I just loved the &#34;Easy Apply&#34; label sheet - you print the whole sheet of 10 strips of divider labels, and then apply the whole strip to a stack of dividers - they come out all aligned properly and look very nice. Mind the way you insert the label sheet in the printer - you do not want your labels to be upside down! They included a practice sheet - it is printed on the back of the instructions and it very handy to make sure you print your labels where you want them. There is also a sheet of regular sticky labels for dividers - looks like you are going to be all set for a while with the divider labels.",5,,6,216
109,These are on the flimsy side and just not quite up to the usual Avery quality.  They are adequate but not outstanding.,3,,6,247
110,"I love Avery products! Everything I've used in the past has been both easy to use and easy to design. The Avery Index Maker White Dividers, 8-Tab, Laser/Ink Jet, 3-Hole, Letter Size is no exception. These were so easy to do. Just go to Avery's website and plug your product number in to go to the correct template and sign in. Design your tabs, print and now comes the cool part... You can apply these all at once! Easily and accurately, these labels go on with minimal effort.<br /><br />I also like that there are 10 sets of 8 tab easy apply labels as well 80 labels you can print singly if you want to do only print a label for a divider or two. Avery also includes a practice sheet on the back of their instruction sheet, so you can make sure your alignment is perfect before printing on the labels themselves.<br /><br />Avery seems to think of everything and makes your own printed labels look not only professionally done, but they are done EASILY!! This company and their products are tops in my book!",5,,6,356
111,"As the curriculum in schools changes, I'm filling up binder after binder with new materials. I ordered these dividers because they offered just the right number for the units I was putting together. While I like that the index maker labels create a cleaner, more polished look than simply handwriting on dividers, the dividers themselves are a bit flimsy. They are good for presentations and for filing away papers, but if I am going to be flipping through pages with any regularity, I prefer a much thicker cardstock.",4,,6,209
112,"The dividers themselves feel durable and sturdy. The tabs are reinforced. The only real downside I have seen is that the labels must all be printed at the same time (they don't recommend sticking the label sheet through the printer a second time. The package comes with 8 dividers, but 80 easy apply tabs and an additional sheet of vertical tabs that can be applied on their own.<br /><br />The templates are easy to use. I generally just use the online program. I really liked that this package also included a test/practice sheet on the back of the instructions that allow you to make sure you have everything aligned properly before you actually stick the sheet of labels through the printer.<br /><br />This would be ideal for people who already have several divider tabs that need to be labeled. We use these to keep our files organized in our binders at home. I like that the clear label blends in really well with the white tabs. It makes it easy to stay organized and have easy access to what we need!",4,,6,62
113,"In this set are 8 dividers, and 2 sheets of labels.  One sheet is designed so that you can type in all your labels online, then lay the dividers flat, and peel the tabs off so they go on and align all at once.  The other sheet is so you can print up individual labels.  Avery provides a template, 11417, which is part of their website. You need an account to use it, but one thing I like is that it always allows me to save my projects and work, so if I need it, I can come back to it.<br /><br />The dividers themselves in this group are a bit thin.  They are made of recycled paper and I managed to bend one taking it out of the pack getting help from a cat.  That messed up my nice set a bit, but I was still able to get the labels on, it's just I had a gaping hole in the middle of my otherwise very professional looking notebook.<br /><br />I was really quite happy with the tabs, the template and printing of the tabs, but I felt like these dividers were lacking a bit.  To me they are a bit thin, and the rings are only reinforced on one side.  I don't see these lasting with a lot of very heavy use or page turning, but they do look professional and make a great presentation with the printed labels.<br />.",4,,6,194
114,"Included in the Avery Index Maker package is one set of eight dividers and two sheets of labels. One sheet is laid out in strips so that when printed, all labels can be applied at once. The second sheet has individual labels. At first glance I was unsure how to apply these, but Avery has a short demo video that shows how easy they are to use. (avery.com/demo/im)<br /><br />I used the Word template 11437 to create one set of labels - there are 10 sets on the sheet. A practice template is included for testing layout and setting up the printer.<br /><br />The dividers are punched for a 3-ring notebook and the holes are reinforced. These are fairly lightweight dividers but perfect for presentation notebooks or lightly used manuals.",4,,6,354
115,"Like most Avery products, these dividers were easy to print with the free template.  I printed these up to help organize a binder we have that stores all of our home brewing recipes.  We were able to label these divider tabs with different beer styles, which will make the recipes easier to find.  For the price these are worth buying, as these are some of the easiest labels to print and apply all at once.",4,,6,318
116,"Avery makes some of the best printable products. These dividers works great. They are compatible with all three,whole rings. These are easy to use. You can personalize your dividers any way you want. From recipes,to homework to bills. These can be used for almost any. Overall great product.",5,,6,115
117,"These are some of the better customizable tabs out there. The software is easy to use and the finish is excellent. The only con I have to these type of custom label tabs is that they tend to be rather shorter than the standard ones. SO they don't stick out as much in the binder. Not really a big deal, they still work great. Just an fyi ..",4,,6,276
118,"These Avery Index Maker White Dividers are a cleverly designed product that makes it easy to create custom labeled tabs. We go through a lot of Avery products in our small business and have almost always been pleased with the results, and this is no exception.<br /><br />The on-line template worked well for my needs but you can also download it for MS Office if needed. The labels can be printed all at once or selectively and applied as needed.<br /><br />Another great Avery product.<br /><br />Highly Recommended!<br /><br />CFH",5,,6,307
119,"These were fantastic easy to use labels.  I really like the fact I can just go to Avery's website and print from there.  The labels applied to the dividers easily, and gave my binder a more professional look than handwriting on them.  I really like the look of the printed dividers after applying these.  The price is good and if neatness is your thing, get these.",5,,6,262
120,"The real gem in this set of white dividers is the easy-to-apply clear labels that can be printed at home and then adhered to the tabs in order to produce professionally looking labeled dividers. There are 10 strips of 8 clear labels so that you can make 10 different sets of indexes. Simply go to the Avery Design & Print and find the template by the product number, then customize and print your strip of labels using a laser or inkjet printer. Transferring the strip of labels to the divider tabs is straight forward. Just align the strip on the dividers tabs and press firmly, then peel away the Easy Apply strip in order to leave behind the perfectly aligned labels on the divider tabs. The clear labels are fairly invisible, so you would mostly see the professionally looking print on the dividers themselves.<br /><br />From start to finish, the label making process is fairly simple and easy to achieve without special knowledge of a particular software to produce perfectly lined up labels yourself. All you need to do is to go to the website and it would walk you through the process of designing and printing your labels. Other than that, the dividers themselves are rather ordinary but fully functional, and they are a great value for the money.",5,,6,272
121,"These are sturdy, easy to use, dividers with tabs that you can print to label them.  I love Avery, because their website is full of templates for all of their products.  You can go to their site to choose font designs.  Once you have done so, you can print them for these tabs.<br /><br />What more can I say.  They are great dividers, so if you are looking for some, buy these!",5,,6,54
122,"Avery Index Maker White Dividers are 3-Hole punched to fit standard binders with Clear labels to use on the dividers.There are plenty that can be used for your standard file folders too. If you go to the Avery website, you can find the template to design the label or labels that you need. There's an info sheet included that has Avery's website and their customer service number if you need help.<br /><br />It's pretty easy but may be a little tricky for some. If you get stuck, call Avery and they'll help you out.<br /><br />The labels look great on the dividers. If using it for a presentation or for making info binders for a meeting, they will have you looking like the King or Queen of the Information Binder Kingdom.",5,,6,340
123,"These dividers with labels make it easy for those, like me, that aren't so great at figuring out computer things. Avery even makes it easier by providing a website, with templates. Super simple! I get to have neat, professional looking dividers without much brain power.<br /><br />You can even customize these with company logos or graphics, if you wanted. The labels are easy to apply to the dividers.",4,,6,261
124,"I like the clear labels for printing on to put on dividing tabs.  It looks a little confusing with the blue parts on it but in the end it is going to be clear.  This is a very simple process.<br /><br />I was really pleased to be able to use the Avery with Microsoft word. It was really easy—once I knew what to look for.  It was not an area I had looked for before and so obviously, I didn’t find it.  This makes it even easier to print labels for things that are going to be repetitive tasks.<br /><br />I have never gotten the hang of putting five labels at a time.  If I had to do more often in my home office, I would probably learn it as quickly as I could.  As it is, it remains an unnecessary skill set.",4,,6,273
125,"I really like these.  The price is right, and the tabs are sturdy.  The hole punched area is reinforced, so they shouldn't pull loose easily.  The downside:  The card stock of the actual divider is not really as thick as some others.  For light use occasionally accessed information, these would be great.  If I needed dividers for heavy use, I would try something else.",4,,7,279
126,"The Wilson Jones insertable tab dividers work to separate pages but they are definitely not of the highest quality. For occasional use only, I would recommend these. For daily use, I do not believe they will hold up. The tabs are assorted colors which are on the pale site and I find this attractive. Unfortunately, they do not line up evenly and that is bothersome. The dividers are simply okay, nothing more.",3,,7,406
127,"The Wilson Jones tabs are durable, sturdy and for non-generics well priced.  I found them to be adequate for reference use, and only time will tell how they ultimately hold up but they appear to be well made.",4,,7,285
128,Got these as I needed to have a number of full page pictures indexed into different sections. These worked great. I printed out the labels I needed and they fitted the tabs just right. Would buy again when needed. Great product!,5,,7,221
129,"These are your average tabs, except that they come in a package of 8.  Usually tabs come in 5 but having this come in 8 is very convenient.  They're a little thin so I don't expect them to last a long time with regular 'abuse'.  I like that they are all different colors and putting the paper in the tabs isn't very difficult.  Cost?  At the time of this writing...reasonable.  Recommended.",4,,7,289
130,"This is a pretty standard product category. It's a binder divider set and each has a little colored tab where you can slide in a label. It's nice for keeping classwork or other papers organized. Since it's not really something where there's a ton of room for innovation, it's not like there's any huge feature that says &#34;yes, get this one!&#34; but the quality is good at least. They used a reasonably solid paper material with a little bit of reinforcement around the area where the holes are for the binder. The colors on the little tabs look nice, and they have the strip of labels you'll need right in the package. It's nothing incredibly fancy, but they did the job well.",4,,7,302
131,"Two kids, homeschooled in 8 topics makes for a lot of papers that you end up keeping for a while.  Each child gets a set so that we can keep papers separated by subject.  It serves the purpose.  Papers are filed daily and kept for review records by state or school district officials.",4,,7,296
132,"These Wilson Jones Insertable Tab Dividers makes organizing our shop paperwork easy. These dividers are a little thin but they are not not in high physical stress area, so will hold up well enough in our office.<br /><br />Recommended!<br /><br />CFH",4,,7,307
133,Well these are just your ordinary yellow dividers with multi color tabs that you see in stores often. Nothing too special or unique about them. This is a pack of 8 with white tabs... the dividers are not thick or durable and will indeed tear out rip over time.,3,,7,43
134,"I like that this set has eight tabs.  My previous dividers came only in sets of five, and that's just not enough for my purposes.  My only issue with these is that they do get pretty ratty looking with hard use, but I just think of it as Shabby Chic.",4,,7,352
135,"This are your standard tab dividers, the lightweight paper with minimal reinforcement at the edges.  They are pretty much standard and should hold up for a semester or two, but are not meant for long term usage.  If you want something more permanent (and pricey) you may wish to consider the [[ASIN:B00006ICF7 Wilson Jones View-Tab Transparent Dividers]].<br /><br />I do like the fact that there are eight layered dividers as opposed to the standard five or six.  These aren't on card stock, but rather heavy paper.  For example, if I wanted I could fold and crease the entire package.  They are decent, but not great.  One plus is that they are now an Amazon Add-on, a real plus in my book.<br /><br />FEATURES:<br /><br />►  Classic style, insertable dividers are made of durable paper with plastic tabs<br />►  Double reinforced binding edge and reinforced tabs make these dividers long-lasting and durable<br />►  Blan Size, Blue]]",3,,7,301
136,These are sturdy tab dividers.  The edge that goes into a binder has some sort of plastic on one side that prevents tearing. The paper is good quality.<br /><br />The tabs on the edges of the dividers are about an inch and a half long and half an inch high.  Paper to put in the tabs also come with this.  As a result it is possible to write something that is readable on the tabs.<br /><br />There are fine tab dividers.,4,,7,375
137,"Face it, you are reading a review on tab dividers. I wish I could make this a fantastic piece of literature but that isn't going to happen. These tabs are exactly what they say they are. They are paper dividers with tabs and they work well for what they are. That being said, I really feel like they could have upped the thickness of the dividers themselves to they held up a little better. I don't foresee these lasting a long time in a binder you reference regularly because of how thin the material is. For an occasional use these are definitely good.",3,,7,86
138,"These look nice-- the colored tabs are bright and nicely transparent-- but the cardstock is thin and it seems like they're going to need reinforcements quickly. I guess they'd be fine if you're just going to use them on occasion, but if these are going into a binder that you'll flip through often, you can do better.",3,,7,338
139,"These are the dividers I use in my kids workbook binders (homeschool). They are cheap, simple and easy to use.These dividers were great. The tabs are nice and sturdy (even for clumsy hands). They reach past the lined paper so I can easily see the sections.<br /><br />They are handy and a heck of a deal.",4,,7,61
140,"With homeschooling, I seem to be adding more and more folders and dividers into our days. We've ended up with a great deal of the Wilson Jones products, and I have no complaints.<br /><br />These seem to be just like what I used when in school.<br /><br />While there's nothing extra special to point out about these tabs(they're pretty standard), again, I have no complaints.",4,,7,261
141,"These are very basic dividers but the price is unbeatable.<br /><br />Pros:<br />Lots of tabs, easy to see<br />Relatively solid construction will hold up to most abuse<br />Papers to slip inside<br />REALLY cheap... less than 3.00 (for this price, what you get is worth it. Any higher and you may as well get a higher quality set)<br /><br />Cons:<br />Papers can slip out easily (tape edges to secure, but then it's more permanent)<br />Not the most solid construction but as long as it doesn't see super heavy use it should be fine",5,,7,36
142,"I always prefer these dividers.  They are simple and easy to use, with the ability to write a subject and insert it into the tabs.  The tabs are well spaced and there are 8, and they look very neat in a notebook.  They have 3 holes and fit into any standard ring binder.<br />The different colors and perfectly spaced tabs make it very easy to organize a notebook and flip to exactly what you need. Over time I find that i become as used to the colors and position as I do the letters.<br />The ring edge does have a plastic coat to reinforce it a bit and keep it from tearing.",5,,7,194
143,"These insertable tab dividers match up easily against the standard dividers that students have been using forever. The big difference is that standard dividers usually come in a five or six pack, whereas these come in an 8 pack. For students, this allows a tab for every class as well as a couple of extra sections for students to personalize to their own organizational style.<br /><br />Like other standard dividers, the paper used to make these is slightly denser than regular notebook paper, but still rather flimsy. There is a reinforcement strip at the hole-punched edge, but it is still rather flimsy. These dividers would work fine for a semester's use, but I wouldn't expect them to hold up under heavy usage for a full year.",3,,7,209
144,"These transparent dividers are a perfect addition for those big binders students need for college classes.  Loose-leaf hand-outs and other flyers are easily protected and easily accessible this way.  The plastic makes these harder to rip from the holes, too.  The colored tabs make these easier to divide by topic.<br /><br />The size is a standard binder size, so these dividers don't stick out from the rest of the binder and create a bulky appearance.",5,,8,190
145,"For school, work, or personal organizing, these dividers make for a clear (pun intended) and concise presentation.<br />Sturdy yet flexible dividers make the contents of any binder easy to navigate.<br />The company even supplies a header template via their website, printable in Word and WordPerfect, as well as detailed instructions on how to do it without the template.<br />For those of us weary over stuffing tabs into tiny slots, this clear-view format is easier and, in my opinion, has a cleaner, more streamlined look.",5,,8,90
146,"This is one of the products that makes you wonder why someone didn't come up with it sooner. The sheer ease of use makes these tabs wonderful. No more typing/printing/writing on little labels or inserts. You just print out the sheet of paper and slide it into the sleeve to have perfectly lined up and easily visible labels.<br /><br />The two main options for using these tabbed dividers is either heading over to the wilsonjones website and creating your cover page and title page online or downloading the Word document and creating it on your computer. The online program has some options for professional, home, teacher, and student use. If you register, you get access to more options as well as the capability to store your designs for future use. Whether you go with the online option or the downloaded computer option, it's as easy as plugging in your information and printing. You can add graphics if you want to jazz it up.<br /><br />The cover page (table of contents) is covered by a clear poly cover sheet. The tabs are made of a durable see-through poly material. The title page gets placed in a sleeve that allows the tab titles to be seen at all times. It's a great idea that really works.",5,,8,105
147,"These colorful plastic dividers banish the tedium of inserts. Just go to the Wilson Jones website and download the free template. You place the sheet with the printed information behind the last divider page and you can easily see the sections through the transparent tabs. The dividers themselves are sturdy and the colors are appealing. They seem to be durable and the clever system makes organization easy. These are great for school, home or office. Recommended.",4,,8,191
148,The price is a little high but the dividers are strong and firm and should last for a long time. Love the different colors to find things easy when you open your binders. I am redoing my office and these fit the bill perfectly. Wish I had some more of them for the many binders that I am redoing but am happy to be using such a quality product in my office.<br /><br />Would recommend!,5,,8,79
149,"I don't know why I haven't seen this before.  (Maybe I did, but it didn't register) This is a clever twist on the divider concept, in that instead of fiddling around with printing out labels you then have to past on divider tabs, or worse... insert inside divider tabs, you instead label a sturdy sheet of paper which you then put behind the translucent tabs.<br /><br />This means that all the labels are always showing --because the index sheet is in the back -- and you can easily reuse the dividers by switching out the one sheet in the back.<br /><br />What I LOVE<br />--8 tabs on sturdy plastic dividers.<br />--the tabs are attractively curved<br />--there are 5 sets in this bundle and each set has a plastic clamp which keeps the sets together neatly.  [I think we've all worked in offices where when you go to the supply cabinet all you can find are 7 of the 8 tabs, and three of those are the same color. arrgh)<br /><br />QUIBBLE<br />--online template use takes some fiddling<br /><br />I love this idea. I love that the dividers are grouped together, and I think having the one sheet at the back is an easier alternative to seeing my messy writing on the type of tabs you can write on, or the types of tabs you either have to type out or print out and insert or stick.",5,,8,246
150,"I wasn't sure I'd like these at first. They seemed a bit thin and bendy. But I put together a portfolio of my photography and used these to separate out the different types of photography (landscapes, flowers, that sort of thing). They looked great! They let you see into the next section to see what was coming, but the color gave it a nice visual indicator. All in all they were both pretty and functional.<br /><br />Well recommended.",5,,8,388
151,"I am pleased to finally find such a functional set of dividers. The View-Tab Transparent Dividers are made of brightly colored, transparent plastic that are sturdy, and at the same time fantastic looking. They are professional enough for the office and perfect for home or school.<br /><br />I have the 8-tab set which comes in a reasonably priced pack of five sets of dividers. Because these dividers do not need stick-on labels, they can be used over and over again simply by creating a new index template which lies below the see through tabs. No more typing or writing on little bits of paper and stuffing them into plastic tabs.<br /><br />I used the first set of dividers in one of my 2-inch financial binders. They are easy to flip and the plastic has a solid, durable feel to it. These are not going to rip or tear like the paper dividers. To create the template for the tabs, I used the online software. I found it to be a little clunky, but it does a satisfactory job. It took me a few attempts to get the tabs positioned just right with fonts I liked. I used one of the generic themes, but it also allows uploading of images. Formatting with Word is also an option, and templates can be downloaded.",5,,8,354
152,"These are the best designed and sturdiest  dividers I have seen. The cost also reflects this quality.  I would LOVE for Wilson Jones to make these with pockets in them, then they would be absolute pure perfection.<br /><br />Thick plastic, these should stand up to the abuse doled out by my family members.<br /><br />I had no problem with the template,  and I LOVE that they do not make you create an account in order to download them.  If you want to preview them just google “Wilson Jones templates” and follow the link, you can test out how easy they are before you buy.",5,,8,254
153,"These Wilson Jones View-Tab Transparent Dividers are quite clever and work quite well. This includes 5-complete sets that can be printed using the template referenced in the instructions.<br /><br />The plastic tabs are both good looking and very durable, making them perfect for either school or business use.<br /><br />Highly Recommended!<br /><br />CFH",5,,8,307
